MLS#,LATITUDE,LONGITUDE,SOLD DATE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH
10016616,41.960177,-87.670331,9/20/18,4309 N Paulina St Unit 2B,CHICAGO,IL,60613,329000,2,2,Lake View,,1923,79,,265
10008948,41.9324811,-87.6475922,9/20/18,725 W Diversey Pkwy Unit 1W,CHICAGO,IL,60614,465000,2,2,Lincoln Park,1700,2008,79,274,156
10047353,41.8897095,-87.6360507,9/21/18,333 W Hubbard St #609,CHICAGO,IL,60654,390000,2,1,Near North Side,1039,1198,78,375,765
10020061,41.9806627,-87.844357,9/21/18,8711 W BRYN MAWR Ave #410,CHICAGO,IL,60631,257000,2,2,O'Hare,1510,2002,78,170,310
9924111,41.886796,-87.7752067,9/21/18,344 N Austin Blvd #1,OAK PARK,IL,60302,168000,2,1,Oak Park,,1906,78,,402
10045039,41.9800215,-87.6704035,9/24/18,1616 W Balmoral Ave Unit 3W,CHICAGO,IL,60640,340500,2,1,Edgewater,1500,1914,75,227,350
10036897,41.7779405,-87.7952192,9/25/18,6245 S Newland Ave Unit 2S,CHICAGO,IL,60638,148000,2,2,Clearing,1052,,74,141,210
10045829,41.975299,-87.724971,9/26/18,5156 N Avers Ave Unit 1E,CHICAGO,IL,60625,195000,2,2,Albany Park,,1920,73,,336
10025600,41.9720786,-87.7517295,9/27/18,5419 N Milwaukee Ave Unit 3A,CHICAGO,IL,60630,199000,2,2,Jefferson Park,1000,1995,72,199,180
10038270,41.881413,-87.7703664,9/27/18,50 N Menard Ave Unit B-G,CHICAGO,IL,60644,34441,2,2,Austin,,1930,72,,334
10028437,41.918974,-87.657888,9/28/18,2029 N Racine Ave Unit 4B,CHICAGO,IL,60614,260000,2,1,Lincoln Park,,,71,,204
10045128,41.8943554,-87.6276756,9/28/18,2 E Erie St #3609,CHICAGO,IL,60611,542500,2,2,Near North Side,,2001,71,,742
10047883,41.8715954,-87.6264181,9/28/18,40 E 9th St #1302,CHICAGO,IL,60605,255000,2,1,Loop,1028,1914,71,248,546
10002932,41.9144605,-87.7106805,10/1/18,1820 N Spaulding Ave #308,CHICAGO,IL,60647,290000,2,1,Logan Square,1064,1904,68,273,383
10062380,42.005763,-87.820284,10/1/18,6855 N Northwest Hwy Unit 3C,CHICAGO,IL,60631,170000,2,1,Edison Park,1200,1968,68,142,256
10041906,41.9674738,-87.7710337,10/1/18,5727 W Lawrence Ave #204,CHICAGO,IL,60630,202000,2,1.5,Portage Park,1200,,68,168,238
10063840,41.9743152,-87.8399233,10/1/18,8540 W Foster Ave #505,NORRIDGE,IL,60706,222500,2,2,Norridge,1560,1994,68,143,350
10031277,41.8987485,-87.6807264,10/3/18,2128 W Walton St Unit 2E,CHICAGO,IL,60622,360000,2,2,West Town,,2001,66,,174
9925126,42.0101432,-87.8034588,10/9/18,7051 W TOUHY Ave #203,NILES,IL,60714,249900,2,2,Niles,1452,1999,60,172,352
9982775,41.933064,-87.806206,10/10/18,2919 N Harlem Ave #315,CHICAGO,IL,60707,189000,2,1,Montclare,1050,2003,59,180,251
10052580,41.8795264,-87.6524415,10/10/18,1000 W Adams St #309,CHICAGO,IL,60607,536000,2,2,Near West Side,,2001,59,,636
10046293,41.8990404,-87.6635266,10/10/18,1424 W Walton St #2,CHICAGO,IL,60622,479000,2,2,West Town,,2013,59,,91
9966778,41.8119448,-87.624143,10/10/18,4537 S Wabash Ave #3,CHICAGO,IL,60653,189000,2,2,Grand Boulevard,1500,1893,59,126,125
10059458,41.8660667,-87.6245229,10/11/18,1250 S Michigan Ave #1208,CHICAGO,IL,60605,305000,1,1,Near South Side,861,2005,58,354,369
10014800,41.9657605,-87.8074917,10/11/18,4700 N HARLEM Ave #203,HARWOOD HEIGHTS,IL,60706,237000,2,2,Harwood Heights,1400,1998,58,169,215
10075371,41.8860651,-87.6298941,10/12/18,200 N Dearborn St #4103,CHICAGO,IL,60601,265000,1,1,Loop,860,1989,57,308,553
10078816,42.0052406,-87.8184958,10/12/18,6867 N Overhill Ave Unit 2D,CHICAGO,IL,60631,168012,2,1,Edison Park,1000,1967,57,168,295
10066027,41.9286857,-87.6576163,10/15/18,1137 W Wrightwood Ave #3,CHICAGO,IL,60614,639000,2,2.5,Lincoln Park,,1999,54,,181
10059712,41.9571964,-87.7872417,10/18/18,6461 W Warner Ave #418,CHICAGO,IL,60634,235000,2,2,Dunning,1534,1998,51,153,407
10062012,41.9774239,-87.6741066,10/19/18,5235 N Ravenswood Ave #27,CHICAGO,IL,60640,290000,1,1,Edgewater,,1895,50,,377
10073878,41.9041365,-87.6898702,10/19/18,1236 N Campbell Ave #2,CHICAGO,IL,60622,314750,2,2,West Town,1100,1906,50,286,200
10004575,41.8464502,-87.6278158,10/23/18,2545 S Dearborn St #609,CHICAGO,IL,60616,302500,1,2,Near South Side,,1909,46,,320
10036211,41.8936637,-87.6410666,10/24/18,653 N Kingsbury St #2402,CHICAGO,IL,60654,343750,1,1.5,Near North Side,864,2003,45,398,689
10067810,41.9756257,-87.6942707,10/26/18,2601 W Foster Ave Unit 3S,CHICAGO,IL,60625,199000,2,2,Lincoln Square,,1979,43,,200
10023106,41.9255907,-87.8078566,10/27/18,2502 N 72ND Ct Unit 2E,ELMWOOD PARK,IL,60707,88000,2,1,Elmwood Park,,,42,,189
10074059,41.9618585,-87.6709579,10/29/18,4404 N Paulina St Unit 3C,CHICAGO,IL,60640,340400,2,2,Uptown,,1906,40,,208
10106987,41.9259878,-87.6394975,10/30/18,2400 N Lakeview Ave #715,CHICAGO,IL,60614,230000,1,1,Lincoln Park,,1963,39,,550
10082172,41.9866144,-87.6942044,10/30/18,5755 N Rockwell St Unit 1B,CHICAGO,IL,60659,150000,2,1,West Ridge,,1928,39,,250
10074137,41.8936096,-87.6632578,10/30/18,1420 W Erie St Unit 1R,CHICAGO,IL,60642,315000,2,2,West Town,,1892,39,,195
10070106,41.9563437,-87.7870753,10/30/18,6401 W Berteau Ave #508,CHICAGO,IL,60634,210000,2,2,Dunning,1752,1996,39,120,472
10001657,41.9601392,-87.7536287,10/30/18,5036 W PENSACOLA Ave #207,CHICAGO,IL,60641,255000,2,2,Portage Park,1300,2005,39,196,394
10089039,41.8871855,-87.6472064,10/31/18,740 W Fulton St #612,CHICAGO,IL,60661,338000,1,1,Near West Side,,2007,38,,273
10090317,41.9363649,-87.6405729,11/2/18,429 W Wellington Ave Unit 3A,CHICAGO,IL,60657,275000,2,1,Lake View,,1910,36,,429
10082643,41.977687,-87.840643,11/5/18,8538 W CATHERINE Ave Unit R3S,CHICAGO,IL,60656,158000,2,1,O'Hare,,1972,33,,185
10035832,41.954162,-87.7027108,11/7/18,2954 W Irving Park Rd Unit 3F,CHICAGO,IL,60618,360000,2,2.5,Irving Park,,2008,31,,309
10100411,41.9693285,-87.6971822,11/9/18,4817 N Fairfield Ave #3,CHICAGO,IL,60625,286000,2,2,Lincoln Square,,1920,29,,269
10067802,41.8803157,-87.6492698,11/9/18,847 W Monroe St Unit 2B,CHICAGO,IL,60607,442500,2,2,Near West Side,1150,2000,29,385,300
10133197,42.0163679,-87.8033436,11/9/18,7450 N Waukegan Rd #306,NILES,IL,60714,235000,2,1,Niles,1316,1995,29,179,287
10102153,41.9539276,-87.6731957,11/14/18,1733 W Irving Park Rd #305,CHICAGO,IL,60613,303000,2,1,Lake View,1600,1926,24,189,360
10085534,41.9350353,-87.7907722,11/14/18,3012 N Nashville Ave Unit A,CHICAGO,IL,60634,215000,2,2,Belmont Cragin,1400,1992,24,154,153
10093572,41.9092935,-87.7975741,11/14/18,1600 N New England Ave #2,Chicago,IL,60707,227000,2,2,Austin,1400,2004,24,162,279
10046835,41.940888,-87.6562827,11/15/18,3233 N Seminary Ave #3,Chicago,IL,60657,520000,2,2,Lake View,,2004,23,,199
10105660,41.8945478,-87.6353943,11/16/18,225 W Huron St #213,CHICAGO,IL,60654,312000,1,1,Near North Side,,1900,22,,333
10099284,41.9422756,-87.6676886,11/16/18,1523 W Henderson St Unit A,CHICAGO,IL,60657,270000,1,1,Lake View,1200,1995,22,225,261
9205890,42.0021824,-87.8164479,11/16/18,6677 N Oliphant Ave #402,Chicago,IL,60631,173500,2,1,Edison Park,800,1920,22,217,130
9995953,41.9679651,-87.7718892,11/16/18,5754 W LAWRENCE Ave Unit 3G,CHICAGO,IL,60630,164000,2,1.5,Portage Park,950,1980,22,173,150
10069715,41.9762106,-87.8454021,11/16/18,8734 W Summerdale Ave Unit 2N,CHICAGO,IL,60656,129000,2,1,O'Hare,950,1978,22,136,210
9879396,41.871615,-87.7752299,11/16/18,928 S Humphrey Ave Unit 2N,OAK PARK,IL,60304,136000,2,1,Oak Park,1000,1925,22,136,310
10066695,41.7782489,-87.7638408,11/19/18,5652 W 63rd St Unit 3W,CHICAGO,IL,60638,145000,2,2,Clearing,1200,2006,19,121,150
10072282,41.8921242,-87.6360649,11/21/18,303 W Ohio St #2001,CHICAGO,IL,60654,340000,1,1,Near North Side,829,2009,17,410,418
10090260,41.8860651,-87.6298941,11/23/18,200 N Dearborn St #4602,CHICAGO,IL,60601,450000,2,2,Loop,,1989,15,,821
10090661,41.9428639,-87.6498942,11/26/18,808 W Buckingham Pl Unit 2E,CHICAGO,IL,60657,399500,2,2,Lake View,,1916,12,,203
10095677,41.8926128,-87.6660024,11/27/18,1510 W Ohio St Unit 3R,CHICAGO,IL,60642,305000,2,1.5,West Town,,,11,,240
10085446,41.857105,-87.628331,11/29/18,1812 S Dearborn St #11,CHICAGO,IL,60616,467500,2,2,Near South Side,1981,1998,9,236,304
10082869,41.925296,-87.641223,12/3/18,2349 N Cleveland Ave Unit 2S,CHICAGO,IL,60614,339000,2,1,Lincoln Park,,1906,5,,359
10104136,41.9515578,-87.6509773,12/5/18,828 W Grace St #1007,CHICAGO,IL,60613,231000,1,1,Lake View,,2006,3,,310
10048588,41.856139,-87.623443,12/6/18,1919 S Michigan Ave #205,CHICAGO,IL,60616,220000,1,1.5,Near South Side,730,2006,2,301,348
10102544,41.9251859,-87.692116,12/6/18,2550 W Fullerton Ave Unit 4E,CHICAGO,IL,60647,435000,2,2,Logan Square,1200,2016,2,363,245
10073019,41.8814073,-87.650281,12/7/18,901 W Madison St #1005,CHICAGO,IL,60607,365000,1,1.5,Near West Side,877,2007,1,416,467
10123052,41.8918897,-87.6344692,12/7/18,200 W Grand Ave #1606,CHICAGO,IL,60654,525000,2,2,Near North Side,1300,2004,1,404,1013
